tweet_id,text,tweet_created_dt,retweets,favorites,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,esn_sentiment,esn_sentiment_count
1266406819272044546,Holy shit. This coming from the woman who refused to hold a *single* officer accountable during her tenure as DA...including the officer that went on to murder George Floyd. ,2020-05-29 16:31:29,1673,7855,"['holy', 'shit', 'this', 'coming', 'from', 'the', 'woman', 'who', 'refused', 'to', 'hold', 'a', 'single', 'officer', 'accountable', 'during', 'her', 'tenure', 'as', 'da', 'including', 'the', 'officer', 'that', 'went', 'on', 'to', 'murder', 'george', 'floyd']","['holy', 'shit', 'this', 'come', 'from', ""the'"", 'woman', ""who'"", 'refuse', ""to'"", 'hold', ""a'"", 'single', 'officer', 'accountable', 'during', 'she', 'tenure', 'as', ""da'"", 'include', ""the'"", 'officer', 'that', 'go', 'on', ""to'"", 'murder', 'george', 'floyd']",disgust,2.0,1.659,angry,20.0,2.9960406777649595,joy,9.0
1266037940121149447,"I’m physically feeling sick when I realize in what a cruel world we live in. George Floyd didn’t do a single thing wrong and they just took his life away like it’s nothing. How are you able to do something so evil to a human, it just doesn’t come to my mind...",2020-05-28 16:05:41,130,2096,"['i', 'am', 'physically', 'feeling', 'sick', 'when', 'i', 'realize', 'in', 'what', 'a', 'cruel', 'world', 'we', 'live', 'in', 'george', 'floyd', 'did', 'not', 'do', 'a', 'single', 'thing', 'wrong', 'and', 'they', 'just', 'took', 'his', 'life', 'away', 'like', 'it', 'is', 'nothing', 'how', 'are', 'you', 'able', 'to', 'do', 'something', 'so', 'evil', 'to', 'a', 'human', 'it', 'just', 'does', 'not', 'come', 'to', 'my', 'mind']","[""'i"", 'be', 'physically', 'feel', 'sick', 'when', ""i'"", 'realize', 'in', 'what', ""a'"", 'cruel', 'world', ""we'"", 'live', 'in', 'george', 'floyd', 'do', 'not', ""do'"", 'a', 'single', 'thing', 'wrong', 'and', 'they', 'just', 'take', 'he', 'life', 'away', 'like', 'it', 'be', 'nothing', 'how', 'be', 'you', 'able', ""to'"", ""do'"", 'something', ""so'"", 'evil', ""to'"", ""a'"", 'human', 'it', 'just', 'do', 'not', 'come', ""to'"", 'my', 'mind']",disgust,5.0,2.329,inspired,25.0,4.913988826033036,joy,15.0
1268021325953732608,"tonight’s peaceful protest was being protested by idiots like this lady. Long Island twitter, do your thing & let’s find this lady. telling people to “get over it” in response to George Floyd’s death is DISGUSTING. ",2020-06-03 03:26:57,66,161,"['tonight', 'is', 'peaceful', 'protest', 'was', 'being', 'protested', 'by', 'idiots', 'like', 'this', 'lady', 'long', 'island', 'twitter', 'do', 'your', 'thing', '&', 'let', 'is', 'find', 'this', 'lady', 'telling', 'people', 'to', 'get', 'over', 'it', 'in', 'response', 'to', 'george', 'floyd', 'is', 'death', 'is', 'disgusting']","['tonight', 'be', 'peaceful', 'protest', 'be', 'be', 'protest', 'by', 'idiot', 'like', 'this', 'lady', 'long', 'island', 'twitter', ""do'"", 'you', 'thing', '&', 'let', 'be', 'find', 'this', 'lady', 'tell', 'people', ""to'"", 'get', 'over', 'it', 'in', 'response', ""to'"", 'george', 'floyd', 'be', 'death', 'be', 'disgusting']",disgust,3.0,1.851,amused,23.0,4.0161325799479135,joy,11.0
1269084266023079943,"Trump is jealous of George Floyd.... After he says Floyd is looking down at this great day, he says "" The fact that George Floyd had been held up as a martyr sickens me."" What a horrifying , little man!",2020-06-06 01:50:42,51,385,"['trump', 'is', 'jealous', 'of', 'george', 'floyd', 'after', 'he', 'says', 'floyd', 'is', 'looking', 'down', 'at', 'this', 'great', 'day', 'he', 'says', 'the', 'fact', 'that', 'george', 'floyd', 'had', 'been', 'held', 'up', 'as', 'a', 'martyr', 'sickens', 'me', 'what', 'a', 'horrifying', 'little', 'man']","['trump', 'be', 'jealous', 'of', 'george', 'floyd', 'after', 'he', 'say', 'floyd', 'be', 'look', 'dow', 'and', 'at', 'this', 'great', 'day', 'he', 'say', ""tha'"", 'fact', 'that', 'george', 'floyd', 'have', 'be', 'hold', 'up', 'as', 'a', 'martyr', 'sicken', 'i', 'what', ""a'"", 'horrifying', 'little', 'man']",disgust,3.0,1.914,inspired,19.0,3.1128628056159062,joy,8.0
1267497306607300614,Derek Chauvin arrested. MN Attorney General Keith Ellison is taking over the George Floyd murder case FBI opens an investigation into the death of Breonna Taylor. Shit got flipped on its head and I’m supposed to believe it would have happened if everyone just chilled?,2020-06-01 16:44:41,49,48,"['derek', 'chauvin', 'arrested', 'mn', 'attorney', 'general', 'keith', 'ellison', 'is', 'taking', 'over', 'the', 'george', 'floyd', 'murder', 'case', 'fbi', 'opens', 'an', 'investigation', 'into', 'the', 'death', 'of', 'breonna', 'taylor', 'shit', 'got', 'flipped', 'on', 'its', 'head', 'and', 'i', 'am', 'supposed', 'to', 'believe', 'it', 'would', 'have', 'happened', 'if', 'everyone', 'just', 'chilled']","['derek', 'chauvin', 'arrest', 'mn', 'attorney', 'general', 'keith', 'ellison', 'be', 'take', 'over', ""the'"", 'george', 'floyd', 'murder', 'case', 'fbi', 'open', 'a', 'investigation', 'into', ""the'"", 'death', 'of', 'breonna', 'taylor', 'shit', 'get', 'flip', 'on', 'its', 'head', 'and', 'i', 'be', 'suppose', ""to'"", 'believe', 'it', 'would', 'have', 'happen', 'if', 'everyone', 'just', 'chill']",disgust,3.0,2.315,dontcare,35.0,5.185303578280365,joy,14.0
1267413598986477573,You looters are disgusting losers. What a waste of life. Sad disgraceful generation who the F would be part of such a thing. LOSERS you people hv zero values or morals. This has NOTHING to do w #GeorgeFloyd just a bunch of punks. Gross #Anonymous,2020-06-01 11:12:04,38,72,"['you', 'looters', 'are', 'disgusting', 'losers', 'what', 'a', 'waste', 'of', 'life', 'sad', 'disgraceful', 'generation', 'who', 'the', 'f', 'would', 'be', 'part', 'of', 'such', 'a', 'thing', 'losers', 'you', 'people', 'hv', 'zero', 'values', 'or', 'morals', 'this', 'has', 'nothing', 'to', 'do', 'w', 'george', 'floyd', 'just', 'a', 'bunch', 'of', 'punks', 'gross', 'anonymous']","['you', 'looter', 'be', 'disgusting', 'loser', 'what', ""a'"", 'waste', 'of', 'life', 'sad', 'disgraceful', 'generation', ""who'"", 'the', 'f', 'would', ""be'"", 'part', 'of', 'such', 'a', 'thing', 'loser', 'you', 'people', ""hv'"", 'zero', 'value', 'or', 'moral', 'this', 'have', 'nothing', ""to'"", ""do'"", ""w'"", 'george', 'floyd', 'just', 'a', 'bunch', 'of', 'punk', 'gross', 'anonymous']",disgust,5.0,2.9369999999999994,inspired,27.0,4.509542218564056,joy,8.0
1266502350673530888,"@realDonaldTrump the hatred you spew infects the weak-of-mind. On 11.03 we will administers the vaccine when we crush you, legally and peacefully. #BlackLivesMatter #VoteBlueToSaveAmerica2020",2020-05-29 22:51:05,33,56,"['the', 'hatred', 'you', 'spew', 'infects', 'the', 'weak', 'of', 'mind', 'on', '11.03', 'we', 'will', 'administers', 'the', 'vaccine', 'when', 'we', 'crush', 'you', 'legally', 'and', 'peacefully', 'black', 'lives', 'matter', 'vote', 'blue', 'to', 'save', 'america2020']","[""the'"", 'hatred', 'you', 'spew', 'infect', ""the'"", 'weak', 'of', 'mind', 'of', 'and', '11.03', ""we'"", 'will', 'administer', ""the'"", 'vaccine', 'when', ""we'"", 'crush', 'you', 'legally', 'and', 'peacefully', 'black', 'life', 'matter', 'vote', 'blue', ""to'"", 'save', 'america2020']",disgust,4.0,2.024,afraid,19.0,2.9764428472706004,joy,8.0
1270899709536804866,I am sickened. Just saw a video of trump supporters taunting protesters at a BLM outside rally by lying down on their stomachs in a position george floyd died in. Now u see why I am serious when I say I am outta here if trump cheats back in. He and his arrogant magas r sick,2020-06-11 02:04:37,26,94,"['i', 'am', 'sickened', 'just', 'saw', 'a', 'video', 'of', 'trump', 'supporters', 'taunting', 'protesters', 'at', 'a', 'blm', 'outside', 'rally', 'by', 'lying', 'down', 'on', 'their', 'stomachs', 'in', 'a', 'position', 'george', 'floyd', 'died', 'in', 'now', 'u', 'see', 'why', 'i', 'am', 'serious', 'when', 'i', 'say', 'i', 'am', 'out', 'ta', 'here', 'if', 'trump', 'cheats', 'back', 'in', 'he', 'and', 'his', 'arrogant', 'magas', 'r', 'sick']","[""'i"", 'be', 'sicken', 'just', 'see', ""a'"", 'video', 'of', 'trump', 'supporter', 'taunting', 'protester', 'at', ""a'"", 'blm', 'outside', 'rally', 'by', 'lie', 'dow', 'and', 'of', 'and', 'they', 'stomach', 'in', ""a'"", 'position', 'george', 'floyd', 'die', 'in', 'now', ""u'"", 'see', 'why', ""i'"", 'be', 'serious', 'when', ""i'"", 'say', 'i', 'be', 'out', ""ta'"", 'here', 'if', 'trump', 'cheat', 'back', 'in', 'he', 'and', 'he', 'arrogant', 'maga', 'be', 'sick']",disgust,7.0,3.577,angry,32.0,4.583426882342488,joy,10.0
1266723817960996867,Two docs who I highly admire believe that the autopsy of George Floyd was a misleading sham. ,2020-05-30 13:31:07,20,35,"['two', 'docs', 'who', 'i', 'highly', 'admire', 'believe', 'that', 'the', 'autopsy', 'of', 'george', 'floyd', 'was', 'a', 'misleading', 'sham']","['two', 'doc', ""'s"", ""who'"", ""i'"", 'highly', 'admire', 'believe', 'that', ""the'"", 'autopsy', 'of', 'george', 'floyd', 'be', 'a', 'misleading', 'sham']",disgust,3.0,1.5490000000000002,annoyed,11.0,1.7447972378717802,joy,3.0
1269776120104222722,This ignorant racist called this guy a fat f*uck and the N word and got her ass handed to her. @reynoldsbija you are part of the problem and you are also a piece of shit. #BlackLivesMatter #EndRacismNow,2020-06-07 23:39:52,17,65,"['this', 'ignorant', 'racist', 'called', 'this', 'guy', 'a', 'fat', 'f*uck', 'and', 'the', 'n', 'word', 'and', 'got', 'her', 'ass', 'handed', 'to', 'her', 'you', 'are', 'part', 'of', 'the', 'problem', 'and', 'you', 'are', 'also', 'a', 'piece', 'of', 'shit', 'black', 'lives', 'matter', 'end', 'racism', 'now']","['this', 'ignorant', 'racist', 'call', 'this', 'guy', 'a', 'fat', 'for', 'uck', 'and', ""the'"", 'and', 'word', 'and', 'get', 'she', 'ass', 'hand', ""to'"", 'she', 'you', 'be', 'part', 'of', ""the'"", 'problem', 'and', 'you', 'be', 'also', 'a', 'piece', 'of', 'shit', 'black', 'life', 'matter', 'end', 'racism', 'now']",disgust,3.0,1.8430000000000002,inspired,24.0,4.269560431461767,joy,10.0
1265640067789455361,This is why MGNA is offensive to us!!!! America wasn’t great to George Floyd or Ahmaud Arbery in 2020. This same America wasn’t great to Emmit Till in 1955.... America has never been great to blacks and it’s sickening for our communities to have to live in fear. I’m sick of this!,2020-05-27 13:44:41,16,57,"['this', 'is', 'why', 'mgna', 'is', 'offensive', 'to', 'us', 'america', 'was', 'not', 'great', 'to', 'george', 'floyd', 'or', 'ahmaud', 'arbery', 'in', '2020', 'this', 'same', 'america', 'was', 'not', 'great', 'to', 'emmit', 'till', 'in', '1955', 'america', 'has', 'never', 'been', 'great', 'to', 'blacks', 'and', 'it', 'is', 'sickening', 'for', 'our', 'communities', 'to', 'have', 'to', 'live', 'in', 'fear', 'i', 'am', 'sick', 'of', 'this']","['this', 'be', 'why', 'mgna', 'be', 'offensive', ""to'"", 'we', 'america', 'be', 'not', 'great', ""to'"", 'george', 'floyd', 'or', 'ahmaud', 'arbery', 'in', '2020', 'this', 'same', 'america', 'be', 'not', 'great', ""to'"", 'emmit', 'till', 'in', '1955', 'america', 'have', 'never', 'be', 'great', ""to'"", 'black', 'and', 'it', 'be', 'sickening', 'for', ""our'"", 'community', ""to'"", 'have', ""to'"", 'live', 'in', 'fear', ""i'"", 'am', 'sick', 'of', 'this']",disgust,3.0,1.8980000000000001,inspired,16.0,2.6528275258996787,joy,6.0
1268677755153068034,Oh finally you’re here bitch! You got a dollar? So I can donate! You’re fucking lying! Lemme see. OPEN YOUR PURSE! #BlackTransLivesMatter #blacklivesmatter ,2020-06-04 22:55:22,13,41,"['oh', 'finally', 'you', 'are', 'here', 'bitch', 'you', 'got', 'a', 'dollar', 'so', 'i', 'can', 'donate', 'you', 'are', 'fucking', 'lying', 'lemme', 'see', 'open', 'your', 'purse', 'black', 'trans', 'lives', 'matter', 'blacklivesmatter']","[""'oh'"", 'finally', 'you', 'be', 'here', 'bitch', 'you', 'get', ""a'"", 'dollar', ""so'"", 'i', 'can', 'donate', 'you', 'be', 'fuck', 'lie', 'lemme', 'see', 'open', 'you', 'purse', 'black', 'trans', 'life', 'matter', 'blacklivesmatter']",disgust,4.0,1.749,inspired,19.0,3.4910975841260123,joy,8.0
1268250552200282112,Jenna messercola gotta be the dumbest bum bitch to ever walk union catholic halls. dumb bitch has not said one thing about George Floyd’s death but can continuously spread this blue lives matter bullshit. bitch so fucking ugly inside and out. ,2020-06-03 18:37:49,11,94,"['jenna', 'messercola', 'got', 'ta', 'be', 'the', 'dumbest', 'bum', 'bitch', 'to', 'ever', 'walk', 'union', 'catholic', 'halls', 'dumb', 'bitch', 'has', 'not', 'said', 'one', 'thing', 'about', 'george', 'floyd', 'is', 'death', 'but', 'can', 'continuously', 'spread', 'this', 'blue', 'lives', 'matter', 'bullshit', 'bitch', 'so', 'fucking', 'ugly', 'inside', 'and', 'out']","[""jenna'"", 'messercola', 'get', ""ta'"", ""be'"", ""the'"", 'dumbest', 'bum', 'bitch', ""to'"", 'ever', 'walk', 'union', 'catholic', 'hall', 'dumb', 'bitch', 'have', 'not', 'say', 'one', 'thing', 'about', 'george', 'floyd', 'be', 'death', 'but', 'can', 'continuously', 'spread', 'this', 'blue', 'life', 'matter', 'bullshit', 'bitch', ""so'"", 'fuck', 'ugly', 'inside', 'and', 'out']",disgust,4.0,2.374,amused,32.0,5.292933071863342,joy,16.0
1266889792165478400,"If you try to “find dirt” to convince yourself George Floyd was a bad person, you are absolute garbage. He was MURDERED.",2020-05-31 00:30:38,11,25,"['if', 'you', 'try', 'to', 'find', 'dirt', 'to', 'convince', 'yourself', 'george', 'floyd', 'was', 'a', 'bad', 'person', 'you', 'are', 'absolute', 'garbage', 'he', 'was', 'murdered']","['if', 'you', 'try', ""to'"", 'find', 'dirt', ""to'"", 'convince', 'yourself', 'george', 'floyd', 'be', 'a', 'bad', 'person', 'you', 'be', 'absolute', 'garbage', 'he', 'be', 'murder']",disgust,4.0,2.449,angry,12.0,1.93040607729122,joy,4.0
1266224889989603329,Oh shit..... now that’s motive. . #GeorgeFloyd #GeorgeFloydWasMurdered #GeorgeFloydProtests,2020-05-29 04:28:33,7,23,"['oh', 'shit', 'now', 'that', 'is', 'motive', 'george', 'floyd', 'george', 'floydwas', 'murdered', 'george', 'floyd', 'protests']","[""'oh'"", 'shit', 'now', 'that', 'be', 'motive', 'george', 'floyd', 'george', 'floydwas', 'murder', 'george', 'floyd', 'protest']",disgust,2.0,1.659,angry,9.0,1.7951931156930987,anger,2.0
1266736276859953152,"“I picked up a camera, because it was my choice of weapons against what I hated most about the world, including racism, intolerance and poverty.” - Gordon Parks #GeorgeFloyd - @emackeycreates",2020-05-30 14:20:37,4,23,"['i', 'picked', 'up', 'a', 'camera', 'because', 'it', 'was', 'my', 'choice', 'of', 'weapons', 'against', 'what', 'i', 'hated', 'most', 'about', 'the', 'world', 'including', 'racism', 'intolerance', 'and', 'poverty', 'gordon', 'parks', 'george', 'floyd']","[""'i"", 'pick', 'up', ""a'"", 'camera', 'because', 'it', 'be', 'my', 'choice', 'of', 'weapon', 'against', 'what', ""i'"", 'hate', 'most', 'about', ""the'"", 'world', 'include', 'racism', 'intolerance', 'and', 'poverty', 'gordon', 'park', 'george', 'floyd']",disgust,3.0,1.6869999999999998,amused,19.0,3.069264379705965,joy,11.0
1271076045303799810,Trash Box is having a rally on Juneteenth? In Tulsa?! He really is a disgusting POS. #BlackLivesMatter #TulsaMassacre #DumpTrump,2020-06-11 13:45:19,4,24,"['trash', 'box', 'is', 'having', 'a', 'rally', 'on', 'juneteenth', 'in', 'tulsa', 'he', 'really', 'is', 'a', 'disgusting', 'pos', 'black', 'lives', 'matter', 'tulsa', 'massacre', 'dump', 'trump']","['trash', 'box', 'be', 'have', 'a', 'rally', 'on', 'juneteenth', 'in', 'tulsa', 'he', 'really', 'be', ""a'"", 'disgusting', 'po', 'black', 'life', 'matter', 'tulsa', 'massacre', 'dump', 'trump']",disgust,3.0,2.242,inspired,15.0,2.5938605160747406,joy,5.0
1276337101546586114,Comparing the murder of George Floyd to “shit happens” is not a political opinion. It’s blatantly racist and ignorant and deserves to be exposed.,2020-06-26 02:10:52,4,38,"['comparing', 'the', 'murder', 'of', 'george', 'floyd', 'to', 'shit', 'happens', 'is', 'not', 'a', 'political', 'opinion', 'it', 'is', 'blatantly', 'racist', 'and', 'ignorant', 'and', 'deserves', 'to', 'be', 'exposed']","['compare', ""the'"", 'murder', 'of', 'george', 'floyd', ""to'"", 'shit', 'happen', 'be', 'not', 'be', 'political', 'opinion', 'it', 'be', 'blatantly', 'racist', 'and', 'ignorant', 'and', 'deserve', ""to'"", ""be'"", 'expose']",disgust,3.0,2.065,annoyed,17.0,2.8540273459933303,joy,4.0
1268645921774096386,I've never fully understood why Kap got so much hate for kneeling. Literally is what makes America great is that people can protest the oppressive government that holds them back. Seems kind of hypocritical to support one ammendment and not another. #BlackLivesMatter ,2020-06-04 20:48:52,4,25,"['i', 'have', 'never', 'fully', 'understood', 'why', 'kap', 'got', 'so', 'much', 'hate', 'for', 'kneeling', 'literally', 'is', 'what', 'makes', 'america', 'great', 'is', 'that', 'people', 'can', 'protest', 'the', 'oppressive', 'government', 'that', 'holds', 'them', 'back', 'seems', 'kind', 'of', 'hypocritical', 'to', 'support', 'one', 'ammendment', 'and', 'not', 'another', 'black', 'lives']","[""'i"", 'have', 'never', 'fully', 'understand', 'why', 'kap', 'get', ""so'"", 'much', 'hate', 'for', 'kneeling', 'literally', 'be', 'what', 'make', 'america', 'great', 'be', 'that', 'people', 'can', 'protest', ""the'"", 'oppressive', 'government', 'that', 'hold', 'they', 'back', 'seem', 'kind', 'of', 'hypocritical', ""to'"", 'support', 'one', 'ammendment', 'and', 'not', 'another', 'black', 'life']",disgust,3.0,1.711,inspired,33.0,6.229951358806442,joy,18.0
1269423527624572928,I lost a lot of followers since George Floyd’s death. Feels good to get rid of you racist ugly fucks fuck you all and eat a fat dick shit head doo doo ass bitches,2020-06-07 00:18:48,4,40,"['i', 'lost', 'a', 'lot', 'of', 'followers', 'since', 'george', 'floyd', 'is', 'death', 'feels', 'good', 'to', 'get', 'rid', 'of', 'you', 'racist', 'ugly', 'fucks', 'fuck', 'you', 'all', 'and', 'eat', 'a', 'fat', 'dick', 'shit', 'head', 'doo', 'doo', 'ass', 'bitches']","['i', 'lose', 'a', 'lot', 'of', 'follower', 'since', 'george', 'floyd', 'be', 'death', 'feel', 'good', ""to'"", 'get', 'rid', 'of', 'you', 'racist', 'ugly', 'fuck', 'fuck', 'you', 'all', 'and', 'eat', 'a', 'fat', 'dick', 'shit', 'head', 'doo', 'doo', 'ass', 'bitch']",disgust,6.0,3.639,amused,27.0,4.455474076376363,joy,5.0
1265692111116144643,"Not all cops are pigs, or even half for that matter. The pigs are the shit eating individuals who abuse their power #GeorgeFloyd",2020-05-27 17:11:29,3,26,"['not', 'all', 'cops', 'are', 'pigs', 'or', 'even', 'half', 'for', 'that', 'matter', 'the', 'pigs', 'are', 'the', 'shit', 'eating', 'individuals', 'who', 'abuse', 'their', 'power', 'george', 'floyd']","['not', 'all', 'cop', 'be', 'pig', 'or', 'even', 'half', 'for', 'that', 'matter', ""the'"", 'pig', 'be', ""the'"", 'shit', 'eating', 'individual', ""who'"", 'abuse', 'they', 'power', 'george', 'floyd']",disgust,3.0,2.0540000000000003,angry,15.0,2.46118342096466,joy,6.0
1272869529329324032,WHITE TRANS PORN STAR DANNI DANIELS HAS THIS TO SAY ABOUT #BlackLivesMatter hmmmmm thoughts? #BlackTransLivesMatter BLACK TERRORIST AGENDA? Smh wow the HATE IS SO REAL!,2020-06-16 12:31:59,3,21,"['white', 'trans', 'porn', 'star', 'danni', 'daniels', 'has', 'this', 'to', 'say', 'about', 'black', 'lives', 'matter', 'hmmmmm', 'thoughts', 'black', 'trans', 'lives', 'matter', 'black', 'terrorist', 'agenda', 'smh', 'wow', 'the', 'hate', 'is', 'so', 'real']","['white', 'trans', 'porn', 'star', 'danni', 'daniel', 'have', 'this', ""to'"", 'say', 'about', 'black', 'life', 'matter', 'hmmmmm', 'thought', 'black', 'trans', 'life', 'matter', 'black', 'terrorist', 'agenda', ""smh'"", 'wow', ""the'"", 'hate', 'be', 'so', 'real']",disgust,3.0,2.218,amused,19.0,3.220471828317366,joy,8.0
1266351847419392001,This is yet another disgusting show of racism & discrimination in Minneapolis. @OmarJimenez was more than graceful when he should never have had to been. He should've just been able to do his job. Has the city not learned from its murder of George Floyd? #FreeOmar #RIPGeorgeFloyd,2020-05-29 12:53:02,3,29,"['this', 'is', 'yet', 'another', 'disgusting', 'show', 'of', 'racism', '&', 'discrimination', 'in', 'minneapolis', 'was', 'more', 'than', 'graceful', 'when', 'he', 'should', 'never', 'have', 'had', 'to', 'been', 'he', 'should', 'have', 'just', 'been', 'able', 'to', 'do', 'his', 'job', 'has', 'the', 'city', 'not', 'learned', 'from', 'its', 'murder', 'of', 'george', 'floyd', 'free', 'omar', 'r', 'i', 'p', 'george', 'floyd']","['this', 'be', 'yet', 'another', 'disgusting', 'show', 'of', 'racism', '&', 'discrimination', 'in', 'minneapolis', 'be', 'more', 'than', 'graceful', 'when', 'he', 'should', 'never', 'have', 'have', ""to'"", 'be', 'he', 'should', 'have', 'just', 'be', 'able', ""to'"", ""do'"", 'he', 'job', 'have', ""the'"", 'city', 'not', 'learn', 'from', 'its', 'murder', 'of', 'george', 'floyd', 'free', 'omar', 'be', ""i'"", 'p', 'george', 'floyd']",disgust,3.0,2.206,inspired,19.0,3.202819025471596,joy,12.0
1281017955073982464,I know I’m back to shit posting on twitter but I swear to god if George Floyd’s murderer gets his charges dismissed I’m lighting shit up,2020-07-09 00:10:55,3,21,"['i', 'know', 'i', 'am', 'back', 'to', 'shit', 'posting', 'on', 'twitter', 'but', 'i', 'swear', 'to', 'god', 'if', 'george', 'floyd', 'is', 'murderer', 'gets', 'his', 'charges', 'dismissed', 'i', 'am', 'lighting', 'shit', 'up']","[""'i"", 'know', 'i', 'be', 'back', ""to'"", 'shit', 'posting', 'on', 'twitter', 'but', ""i'"", 'swear', ""to'"", 'god', 'if', 'george', 'floyd', 'be', 'murderer', 'get', 'he', 'charge', 'dismiss', ""i'"", 'am', 'lighting', 'shit', 'up']",disgust,2.0,1.64,amused,17.0,2.688382483876404,joy,4.0
1267448218704662531,"The Proud Boys are pussy bitches, hiding behind disguised trying to disrupt peaceful protest. We know you’re there. You ain’t proud. And you ain’t men. If you were you would stand up & counter protest. Chicken shit bastards. #BlackLivesMatter",2020-06-01 13:29:38,2,26,"['the', 'proud', 'boys', 'are', 'pussy', 'bitches', 'hiding', 'behind', 'disguised', 'trying', 'to', 'disrupt', 'peaceful', 'protest', 'we', 'know', 'you', 'are', 'there', 'you', 'am', 'not', 'proud', 'and', 'you', 'am', 'not', 'men', 'if', 'you', 'were', 'you', 'would', 'stand', 'up', '&', 'counter', 'protest', 'chicken', 'shit', 'bastards', 'black', 'lives']","[""the'"", 'proud', 'boy', 'be', 'pussy', 'bitch', 'hide', 'behind', 'disguise', 'try', ""to'"", 'disrupt', 'peaceful', 'protest', ""we'"", 'know', 'you', 'be', 'there', 'you', 'be', 'not', 'proud', 'and', 'you', 'be', 'not', 'man', 'if', 'you', 'be', 'you', 'would', 'stand', 'up', '&', 'counter', 'protest', 'chicken', 'shit', 'bastard', 'black', 'life']",disgust,4.0,2.155,inspired,29.0,4.662403444389087,joy,9.0
1267284402263842816,Ps I have my own views on political stuff but I keep that shit to myself. Everyone is entitled to their opinion on things. The #georgefloyd thing is despicable and made me sick. Justice must be served! But looting and claiming it is protesting is an absolute joke. ,2020-06-01 02:38:41,1,121,"['ps', 'i', 'have', 'my', 'own', 'views', 'on', 'political', 'stuff', 'but', 'i', 'keep', 'that', 'shit', 'to', 'myself', 'everyone', 'is', 'entitled', 'to', 'their', 'opinion', 'on', 'things', 'the', 'georgefloyd', 'thing', 'is', 'despicable', 'and', 'made', 'me', 'sick', 'justice', 'must', 'be', 'served', 'but', 'looting', 'and', 'claiming', 'it', 'is', 'protesting', 'is', 'an', 'absolute', 'joke']","['be', ""i'"", 'have', 'my', 'own', 'view', 'on', 'political', 'stuff', 'but', ""i'"", 'keep', 'that', 'shit', ""to'"", 'myself', 'everyone', 'be', 'entitle', ""to'"", 'they', 'opinion', 'of', 'and', 'thing', ""the'"", 'georgefloyd', 'thing', 'be', 'despicable', 'and', 'make', ""me'"", 'sick', 'justice', 'must', ""be'"", 'serve', 'but', 'looting', 'and', 'claim', 'it', 'be', 'protest', 'be', 'a', 'absolute', 'joke']",disgust,3.0,2.1319999999999997,angry,28.0,4.337483971502062,joy,19.0
1265787551136317440,Absolutely sick over this disgusting act of murder. This needs to STOP! Sending prayers to his family and friends. #GeorgeFloyd #racism #thisneedstostop #JusticeForGeorgeFloyd,2020-05-27 23:30:44,0,38,"['absolutely', 'sick', 'over', 'this', 'disgusting', 'act', 'of', 'murder', 'this', 'needs', 'to', 'stop', 'sending', 'prayers', 'to', 'his', 'family', 'and', 'friends', 'george', 'floyd', 'racism', 'thisneedstostop', 'justice', 'for', 'george', 'floyd']","['absolutely', 'sick', ""'over"", 'this', 'disgusting', 'act', 'of', 'murder', 'this', 'need', ""to'"", 'stop', 'send', 'prayer', ""to'"", 'he', 'family', 'and', 'friend', 'george', 'floyd', 'racism', 'thisneedstostop', 'justice', 'for', 'george', 'floyd']",disgust,3.0,2.12,inspired,19.0,2.980576703575768,joy,12.0
1267985988619571201,One of my dad’s cousins just posted the most heinous comparison of looting to the murder of George Floyd saying they’re equivalent and I told her it was heinous and disgusting and I don’t even care if the family implodes that is just so disturbing.,2020-06-03 01:06:32,0,31,"['one', 'of', 'my', 'dad', 'is', 'cousins', 'just', 'posted', 'the', 'most', 'heinous', 'comparison', 'of', 'looting', 'to', 'the', 'murder', 'of', 'george', 'floyd', 'saying', 'they', 'are', 'equivalent', 'and', 'i', 'told', 'her', 'it', 'was', 'heinous', 'and', 'disgusting', 'and', 'i', 'do', 'not', 'even', 'care', 'if', 'the', 'family', 'implodes', 'that', 'is', 'just', 'so', 'disturbing']","[""'one"", 'of', 'my', 'dad', 'be', 'cousin', 'just', 'post', ""the'"", 'most', 'heinous', 'comparison', 'of', 'looting', ""to'"", ""the'"", 'murder', 'of', 'george', 'floyd', 'say', 'they', 'be', 'equivalent', 'and', 'i', 'tell', 'she', 'it', 'be', 'heinous', ""and'"", 'disgusting', 'and', 'i', 'do', 'not', 'even', 'care', 'if', ""tha'"", 'family', 'implode', 'that', 'be', 'just', ""so'"", 'disturbing']",disgust,2.0,1.5419999999999998,inspired,24.0,3.70504867316127,joy,10.0
